,Answer,Type,Difficulty,Size,Questions,Flags
"Direction : In the question below, four different ways of writing a sentence are indicated. Select the best way of writing the sentence.
 
 
 
 Options:
 (A) The need for harmonisation of Indian laws to that of advanced countries, on the one hand, and corporate scandals and scams, on the other, have made further additions and amendments to the country's corporate law, inevitable.
 (B) The need for harmonisation of Indians laws with that of advanced countries, on the one hand, and corporate scandals and scams, on the other, have made further additions and amendments for the corporate law inevitable.
 (C) The need for harmonisation of Indian laws with those of advanced countries, on the one hand, and corporate scandals and scams, on the other, have made further additions and amendments to the corporate law, inevitable.
 (D) The need for harmonisation of Indian laws to those of advanced countries, on the one hand, and corporate scandals and scams, on the other, has made further additions and amendments to the corporate law, inevitable.",C,Grammar,,,,
"Direction : In the question below, four different ways of writing a sentence are indicated. Select the best way of writing the sentence.
 
 
 
 Options:
 (A) Some American states are considering to passing legislation banning the corporations from shifting computer jobs to back offices in India and other countries.
 (B) Some American states are considering passing legislation banning the corporation in shifting computer jobs to back offices in India and other countries.
 (C) Some American states are considering passing legislation banning the corporations from shifting computer jobs to back offices in India and other countries.
 (D) Some American states are considering in passing legislation banning the corporations from shifting computer jobs to back offices in India and other countries.",C,Grammar,,,,
"Direction : In the question below, four different ways of writing a sentence are indicated. Select the best way of writing the sentence.
 
 
 
 Options:
 (A) The Vedas, the most sacred, enduring and comprehensive of all holy edicts, are not written down scripts but exists as light and sound with the former verily being called the form of God.
 (B) The Vedas, the most sacred, enduring and comprehensive of all holy edicts, is not written down scripts but exist as light and sound with the former verily being called the form of God.
 (C) The Vedas the most sacred, enduring and comprehensive between all holy edicts, are not written down scripts but exist as light and sound with the former verily being called the form of God.
 (D) The Vedas, the most sacred, enduring and comprehensive of all holy edicts, are not written down scripts but exist as light and sound with the former verily being called the form of God.",D,Grammar,,,,
"Direction : In the question below, four different ways of writing a sentence are indicated. Select the best way of writing the sentence.
 
 
 
 Options:
 (A) True education is an attempt to creating a human being of character, wisdom and refinement who will contribute to the betterment of society.
 (B) True education is an attempt to create a human being of character, wisdom and refinement that will contribute to the betterment of society.
 (C) True education is an attempt to create a human being of character, wisdom and refinement who will contribute to the betterment of society.
 (D) True education is an attempt of creating a human being of character, wisdom and refinement who will contribute to the betterment of society.",C,Grammar,,,,
"Direction : In the question below, four different ways of writing a sentence are indicated. Select the best way of writing the sentence.
 
 
 
 Options:
 (A) Rapid deforestation and urbanisation at the cost of environs will reduce the ozone layer concluding in radiation hazards and global warming.
 (B) Rapid deforestation and urbanisation at the cost of environs will reduce the ozone layer resulting in radiation hazards and global warming.
 (C) Rapid deforestation and urbanisation at the cost of environs will reduce the ozone layer resulting to radiation hazards and global warming.
 (D) Rapid deforestation and urbanisation in the cost of environs will reduce the ozone layer resulting from radiation hazards and global warming.",B,Grammar,,,,
"Direction : In the question below, four different ways of writing a sentence are indicated. Select the best way of writing the sentence.
 
 
 
 Options:
 (A) The need today is for forward looking, proactive governance that can pull the desolate nation out of the rot of corruption and communalism that is ravaging its polity and destroying its edifice.
 (B) The need today is for forward looking proactive governance who will pull the desolate nation out of the rot of corruption and communalism that is ravaging its polity and destroying its edifice.
 (C) The need today is for forward looking proactive bureaucracy which will pull the progressive nation out of the rot of corruption and communalism that is ravaging its polity and destroying its edifice.
 (D) The need today is for forward looking, proactive governance that will pull the progressive nation out of the rot of corruption and communalism that are ravaging its polity and destroying its edifice.",A,Grammar,,,,
"Directions: In the following question there are sentences that form a paragraph. Identity the sentences or part (s) of sentence(s) that is/are correct in terms of grammar and usage (including spelling, punctuation, and logical consistency). Then select the most appropriate option.
 
 
 a. It is by now overwhelmingly clear that
 b. Alqaeda and its philosophy is not the
 c. worldwide leviathan that they
 d. were once
 e. portrayed to be.
 (A) a and e
 (B) b, d and e
 (C) c and d
 (D) a and c",C,Grammar,,,,
"Directions: In the following question there are sentences that form a paragraph. Identity the sentences or part (s) of sentence(s) that is/are correct in terms of grammar and usage (including spelling, punctuation, and logical consistency). Then select the most appropriate option.
 
 
 a. The administration does deserve some credit for its counter terrorist activities.
 b. The combined effort of most governments since 9/11
 c. busting cells in Europe and Asia, tracking money,
 d. hunting down jihadist groups has been extremely
 e. effective.
 (A) c and d
 (B) a and b
 (C) b and c
 (D) a, b and d",D,Grammar,,,,
"Directions: In the following question there are sentences that form a paragraph. Identity the sentences or part (s) of sentence(s) that is/are correct in terms of grammar and usage (including spelling, punctuation, and logical consistency). Then select the most appropriate option.
 
 
 a. Lee's opponents took advantage of every misstep, predictably.
 b. Netizens, civic groups and labour unions
 c. hit the streets to denounce him,
 d. and as their ranks swelled, his
 e. support within the conservative camp was evaporating.
 (A) a, d and e
 (B) Only c
 (C) a and e
 (D) b, c and d",D,Grammar,,,,
"Directions: In the following question there are sentences that form a paragraph. Identity the sentences or part (s) of sentence(s) that is/are correct in terms of grammar and usage (including spelling, punctuation, and logical consistency). Then select the most appropriate option.
 
 
 a. So, here is an issue that maters – energy independence. Outside of war,
 b. democracies are notoriously poor in sacrificing.
 c. in the short term for long term gain. Yet that is precisely
 d. what must happen if America is to begin to wean
 e. from foreign oil.
 (A) a and b
 (B) b, c and e
 (C) c and d
 (D) a and d",A,Grammar,,,,
"Directions: In the following question there are sentences that form a paragraph. Identity the sentences or part (s) of sentence(s) that is/are correct in terms of grammar and usage (including spelling, punctuation, and logical consistency). Then select the most appropriate option.
 
 
 a. It has been easy to connect global warming to rising temperatures.
 b. than to extreme weather events – but
 c. even the former hasn't been easy.
 d. In this decade have 'attribution studies' managed
 e. only to finger greenhouse gases as the chief cause of rising mercury.
 (A) a and e
 (B) b, c and e
 (C) Only e
 (D) b and c",B,Grammar,,,,
"Directions: In the following question there are sentences that form a paragraph. Identity the sentences or part (s) of sentence(s) that is/are correct in terms of grammar and usage (including spelling, punctuation, and logical consistency). Then select the most appropriate option.
 
 
 a. The questioning spirit is one of the most appealing facet of Darwin's
 b. character, particularly where it finds its
 c. way into his published work. Reading """"The Origin
 d. of Species"""", one feels as though
 e. he is addressing you as an equal. He is always willing to admit what he does not know or understand.
 (A) a and e
 (B) b and c
 (C) b, c and e
 (D) d and e",C,Grammar,,,,
"Directions: In the following question there are sentences that form a paragraph. Identity the sentences or part (s) of sentence(s) that is/are correct in terms of grammar and usage (including spelling, punctuation, and logical consistency). Then select the most appropriate option.
 
 
 a. Lincoln's religious history is perhaps
 b. the most tangled aspect in his life. His law
 c. partner swore he was atheist, and to be sure,
 d. there are plenty of boilerplate references of
 e. the Almighty scattered along Lincoln's speeches
 (A) a, b and d
 (B) c and e
 (C) b and e
 (D) Only a",D,Grammar,,,,
"Directions: In the following question there are sentences that form a paragraph. Identity the sentences or part (s) of sentence(s) that is/are correct in terms of grammar and usage (including spelling, punctuation, and logical consistency). Then select the most appropriate option.
 
 
 a. So delighted as he was with his discovery, Darwin was equally horrified because
 b. he understood the consequences of his theory.
 c. Mankind was no longer the culmination of
 d. life and merely a part of it; creation was
 e. mechanistical and purposeless.
 (A) b and c
 (B) Only b
 (C) b, c and d
 (D) Only d",A,Grammar,,,,
"Directions: In the following question there are sentences that form a paragraph. Identity the sentences or part (s) of sentence(s) that is/are correct in terms of grammar and usage (including spelling, punctuation, and logical consistency). Then select the most appropriate option.
 
 
 a. The effects of market losses are
 b. beginning to translate into more tight-fisted
 c. spending patterns. For example, car sales.
 d. which were boosted by proceeds from last year's stock-market boom have fallen noteably
 e. recently.
 (A) a, d and e
 (B) a, c and d
 (C) Only a
 (D) b, c and d",B,Grammar,,,,
"Directions: In the following question, there are sentences that form a paragraph. Identity the sentences or part (s) of sentence(s) that is/are correct in terms of grammar and usage (including spelling, punctuation, and logical consistency). Then select the most appropriate option.
 
 
 a. Entanglement is a very delicate phenomenon.
 b. The two particles have to be vibrating
 c. on precise unison, so the slightest disturbance
 d. could break the ephemeral bond. This
 e. is the main reason why it is hard to process less atoms.
 (A) b, d and e
 (B) b and c
 (C) a and e
 (D) a, b and c",D,Grammar,,,,
"Directions: In the following question there are sentences that form a paragraph. Identity the sentences or part (s) of sentence(s) that is/are correct in terms of grammar and usage (including spelling, punctuation, and logical consistency). Then select the most appropriate option.
 
 
 a. Primitive religion did not regard gods and sprits as supernatural,
 b. but straight formed parts of nature operating
 c. in fairly systematic ways as instigators
 d. of wind, thunder
 e. and other natural phenomenon, and amenable to manipulation through sacrifice and observance of taboo.
 (A) b and d
 (B) c and e
 (C) a, c and e
 (D) b and e",C,Grammar,,,,
"Directions: In the following question there are sentences that form a paragraph. Identity the sentences or part (s) of sentence(s) that is/are correct in terms of grammar and usage (including spelling, punctuation, and logical consistency). Then select the most appropriate option.
 
 
 a. Universities are putting in a lot of effort
 b. to encourage graduates to develop extra skill.
 c. They tend to have innovation offices and provide
 d. entrepreneurship and business courses for
 e. students, which give them the chance to branch into the areas of industry and academia.
 (A) b and e
 (B) c and d
 (C) Only a
 (D) a, c and d",D,Grammar,,,,
"Directions: In the following question there are sentences that form a paragraph. Identity the sentences or part (s) of sentence(s) that is/are correct in terms of grammar and usage (including spelling, punctuation, and logical consistency). Then select the most appropriate option.
 
 
 a. It takes a glance barely to appreciate
 b. what makes Galway one of Ireland's
 c. favourite weekend venues. Hills and
 d. national parks surround a young Bohemian city
 e. with strong arts culture and plenty of traditional Irish music.
 (A) a, b and c
 (B) b, c and d
 (C) c and e
 (D) d and e",B,Grammar,,,,
"Directions: In the following question there are sentences that form a paragraph. Identity the sentences or part (s) of sentence(s) that is/are correct in terms of grammar and usage (including spelling, punctuation, and logical consistency). Then select the most appropriate option.
 
 
 a. Here because everything is new
 b. the research environment is vibrant
 c. and dynamic, which gives people much
 d. freedom exploring novel ideas
 e. that are internationally recognised
 (A) a and d
 (B) Only b
 (C) b and e
 (D) b, c and e",C,Grammar,,,,
"Directions: In the following question there are sentences that form a paragraph. Identity the sentences or part (s) of sentence(s) that is/are correct in terms of grammar and usage (including spelling, punctuation, and logical consistency). Then select the most appropriate option.
 
 
 a. Farm, the world's biggest industry,
 b. uses some 40 percent of the Earth's ice free land surface.
 c. In recent decades it delivered phenomenal increase
 d. in yields of food, fodder, fibre and fuel
 e. Most people now having access to cheap food and hence more children are obese than underfed.
 (A) Only b
 (B) c and e
 (C) b and d
 (D) a, c and e",A,Grammar,,,,
"Directions: In the following question there are sentences that form a paragraph. Identity the sentences or part (s) of sentence(s) that is/are correct in terms of grammar and usage (including spelling, punctuation, and logical consistency). Then select the most appropriate option.
 
 
 a. For the past ten years I saw the potential
 b. for development from the extension of
 c. technology and local innovation, and the
 d. difference technology could make to small farm
 e. and rural incomes where farmers are empowered and educated in modern techniques.
 (A) a and e
 (B) b and d
 (C) a, c and e
 (D) b, c and e",D,Grammar,,,,
"Directions: In the following question there are sentences that form a paragraph. Identity the sentences or part (s) of sentence(s) that is/are correct in terms of grammar and usage (including spelling, punctuation, and logical consistency). Then select the most appropriate option.
 
 
 a. For hundreds of millions of people dyscalculia
 b. really matters. We know that basic mathematic
 c. fluency
 d. is essential prerequisite for success in life,
 e. both at the level of employment as well as in terms of social success
 (A) b and d
 (B) Only d
 (C) a and d
 (D) b, c and e",C,Grammar,,,,
"Directions: In the following question there are sentences that form a paragraph. Identity the sentences or part (s) of sentence(s) that is/are correct in terms of grammar and usage (including spelling, punctuation, and logical consistency). Then select the most appropriate option.
 
 
 a. If our impressive capacity of
 b. conscious reasoning is what most clearly
 c. set us humans apart from other species,
 d. our capacity of self-deception over the significance
 e. of its conclusions must come a close second.
 (A) c and d
 (B) Only e
 (C) b and e
 (D) a and d",B,Grammar,,,,
"Directions: In the following question there are sentences that form a paragraph. Identity the sentences or part (s) of sentence(s) that is/are correct in terms of grammar and usage (including spelling, punctuation, and logical consistency). Then select the most appropriate option.
 
 
 a. The tree-of-life concept was absolute
 b. central to Darwin's thinking, equal in
 c. importance to natural selection. Without it
 d. the theory of evolution will never have happened.
 e. The tree also helped lift the day for evolution.
 (A) b, c and e
 (B) Only c
 (C) b and e
 (D) b and c",D,Grammar,,,,
"Directions: In the following question there are sentences that form a paragraph. Identity the sentences or part (s) of sentence(s) that is/are correct in terms of grammar and usage (including spelling, punctuation, and logical consistency). Then select the most appropriate option.
 
 
 a. The first molecules to be sequenced were the
 b. RNA's found
 c. in ribosomes, the cell's protein-making machines.
 d. In the 1970's by comparing RNA sequences
 e. from various plants, animals and microorganisms, molecular biologists began to sketch the outlines of a tree.
 (A) a, c and e
 (B) b and d
 (C) c and e
 (D) b and e",D,Grammar,,,,
"Directions: In the following question there are sentences that form a paragraph. Identity the sentences or part (s) of sentence(s) that is/are correct in terms of grammar and usage (including spelling, punctuation, and logical consistency). Then select the most appropriate option.
 
 
 a. So here we are stuck inside our patch of
 b. universe, wondering what lay beyond and
 c. resigned to that fact we may never know.
 d. the best we can hope for, through any combination
 e. of luck and vigilance, is to spot a crack into the structure of things, a possible window to that hidden place beyond the edge of the universe.
 (A) a and d
 (B) Only e
 (C) b and c
 (D) Only a",C,Grammar,,,,
"Directions: In the following question there are sentences that form a paragraph. Identity the sentences or part (s) of sentence(s) that is/are correct in terms of grammar and usage (including spelling, punctuation, and logical consistency). Then select the most appropriate option.
 
 
 a. On the ground, wheel robots go places too dangerous
 b. for soldiers checking for hidden insurgents
 c. and defuse the improvised explosive devices
 d. which have taken a heavy toll in Iraq.
 e. Field troops are enthusiastic, too, reporting that robots save lives.
 (A) b, d and e
 (B) a and b
 (C) b, c and d
 (D) c, d and e",A,Grammar,,,,
"Directions: In the following question there are sentences that form a paragraph. Identity the sentences or part (s) of sentence(s) that is/are correct in terms of grammar and usage (including spelling, punctuation, and logical consistency). Then select the most appropriate option.
 
 
 a. A 'New York Times' article drew attention
 b. to a provocative solar system display.
 c. The display showed only eight planets, Mercury through Neptune.
 d. Pluto was placed with other diminutive, frozen denizens on the solar-system fringes,
 e. with the apparent implication that it was nothing but a glorified chunk of distant debris.
 (A) a, c and e
 (B) b, c and d
 (C) c and e
 (D) Only d",B,Grammar,,,,
"Directions: In the following question there are sentences that form a paragraph. Identity the sentences or part (s) of sentence(s) that is/are correct in terms of grammar and usage (including spelling, punctuation, and logical consistency). Then select the most appropriate option.
 
 
 a. It is thought that our universe generally
 b. began as a tiny patch in some pre-existing
 c. space-time forming bubble which then
 d. underwent a burst of exponential expansion.
 e. this period of inflation stretched and smoothed our universe.
 (A) a and e
 (B) b and c
 (C) d and e
 (D) b and e",D,Grammar,,,,
"Directions: In the following question there are sentences that form a paragraph. Identity the sentences or part (s) of sentence(s) that is/are correct in terms of grammar and usage (including spelling, punctuation, and logical consistency). Then select the most appropriate option.
 
 
 a. The colours are not only determined by
 b. the lattice structure of the ice
 c. but also by its thickness. By controlling
 d. the thickness, for example by varying the
 e. temperature of the surrounding water, the artist produces a wide variety of different pattern.
 (A) b and c
 (B) a and d
 (C) b, c and d
 (D) a, c and e",C,Grammar,,,,
"Direction: Arrange the sentences a, b, c and d to form a logical sequence between sentences 1 and 
 
 
 Every school should enable children and adolescents at all levels to learn certain life skills in addition to the regular routine and text books. 
 a. Unfortunately, no text book or study period can solve these issues for them today. 
 b. The set of skills that help in building up the psychological competence to enable students face challenges in life with ease, is what constitutes life skills. 
 c. Most children encounter difficulties when it comes to problems like tackling failure, relationships, exam fear and stage fright and so on. 
 d. And it is very clear that these problems will go on to shape the futures of children. 
 Hence, creating an awareness and helping children deal with such problems independently becomes quite essential. 
 
 Options
 (A) bcad (B) bacd (C) cbad (D) dcba",A,Parajumble,,,,
"Direction: Arrange the sentences a, b, c and d to form a logical sequence between sentences 1 and 
 
 
 The common house sparrow once seen everywhere in large numbers in Mumbai has become scarce in many areas, and this is causing concern not only to bird lovers but also to scientists. 
 a. The declining bird population could mean that air pollution levels in the metropolis are rising dangerously; or, since sparrows are grain eaters, it could indicate that the people are consuming certain higher dosages of pesticides than before. 
 b. Today, if the sparrows of Mumbai are in distress it could be a warning to human residents. 
 c. Formerly, miners used to carry canaries down into the mines with them. 
 d. If the canaries showed signs of distress it indicated that there were poisonous gases in the air, and the miners would immediately leave the mine. 
 In some countries like Britain, the quality of the environment is graded according to the number of bird species found in the locality. 
 
 Options
 (A) abdc (B) cdba (C) dcba (D) acdb",B,Parajumble,,,,
"Direction: Arrange the sentences a, b, c and d to form a logical sequence between sentences 1 and 
 
 
 The Bethnal Green Museum of childhood is a tribute to children and the process of growing up. 
 a. Located on Cambridge Health Road, London, U.K., it began as a museum with works of art displayed. 
 b. In 1947, it was officially recognised as the National Museum of childhood. 
 c. Inaugurated by the Prince and Princess of Wales in 1872, in the 1920s, the Museum ceased to be a general one and began to focus on children. 
 d. The Museum is housed in a red brick building with colourful letters, deliberately askew, declaring its name to the world. 
 Written on the walls of the museum you find that the memories of a nation have been captured and displayed to the best advantage. 
 
 Options
 (A) dbca (B) acbd (C) abcd (D) cdab",B,Parajumble,,,,
"Direction: Arrange the sentences a, b, c and d to form a logical sequence between sentences 1 and 
 
 
 Time-tested remedies for physical and mental well-being are back with a bang. 
 a. Contrary to this, science has been taking quantum leaps in all areas. 
 b. And the most virulent among these is stress. 
 c. Alternate therapies, music healing, classical dance as fitness exercise, meditation, yoga have been culled out of ancient texts, rehashed to suit the times, prescribed and presented as palliatives to a plethora of problems. 
 d. Still somewhere down the lane, human beings are not able to come to grip with mind boggling illnesses that can virtually eat up a man. 
 Unable to cope with this stress, which is a direct fall out of strenuous, nerve edge lifestyles, man is falling a prey to several unknown symptomatic illnesses. 
 
 Options
 (A) adcb (B) bcad (C) cdab (D) cadb",D,Parajumble,,,,
"Direction: Arrange the sentences a, b, c and d to form a logical sequence between sentences 1 and 
 
 
 A lot of us do not realize that to carry out our day-to-day functions we need a minimum amount of endurance strength and flexibility in our bodies. 
 a. Adding to this, 21st century seems to have many an unforeseen emergencies in store for all of us; whether it be the 9/11 attack SARS, out break of calamities, or strikes of terrorism one never knows where and when what many happen. 
 b. Our current ways of life in general, are no longer providing our bodies with sufficient exercise to maintain adequate levels of fitness. 
 c. The realization of this, dawns only when the necessity occurs and that could be too late. 
 d. When we give in to the comforts of modern day living and inadvertently let our bodies deteriorate, our abilities to carry out physical activities are so adversely affected that one may not derive the full pleasure of living. 
 In such circumstances, proving the quality and most likely the longevity of our lives is a matter of personal choice, and depends greatly on how well we are able to pursue sound physical fitness programmes that help maintain a strong body and mind. 
 
 Options
 (A) dcba (B) badc (C) abcd (D) dacb",A,Parajumble,,,,
"Direction: Arrange the sentences a, b, c and d to form a logical sequence between sentences 1 and 
 
 
 Revenge is nothing but paying back, if possible with interest, of an insult or a hurt caused. 
 a. Since human nature displays infinite variety, revenge too assumes many forms. 
 b. It reflects, in many ways, the personality of the person who resorts to getting his back on the perpetrator(s) of the hurt. 
 c. The form it takes depends on who takes to it. 
 d. Yet, very few of them make the impact or create the stir that merits special attention. 
 They remain prosaic, lacking in creativity, never rise above the 'an eye for an eye and - a - tooth for a tooth formula. 
 
 Options
 (A) adcb (B) cbad (C) dbac (D) cadb",B,Parajumble,,,,
"Direction: Arrange the sentences a, b, c and d to form a logical sequence between sentences 1 and 
 
 
 The one area of the planet that still remains unexplored is the ocean. 
 a. India too, has a vast coastline that stretches to 7,000 km. 
 b. Oceans of the world have a wealth of energy, minerals and sea food, which if exploited to its full potential could change the face of the world order, as it exists. 
 c. Only a small fraction of the large resources of the oceans have been tapped in our country. 
 d. With more than two-thirds of the earth's area comprising water, oceans are virgin territories, whose potential is yet to be tapped fully. 
 Recognising the influence of the ocean on the land mass and its potential for providing rich resources for the benefit of mankind, the government of India established the Department of Ocean Development in 
 
 Options
 (A) acdb (B) cabd (C) dabc (D) dbac",D,Parajumble,,,,
"Direction: Arrange the sentences a, b, c and d to form a logical sequence between sentences 1 and 
 
 
 Many people can set high goals, but just as many people get side-tracked by one thing or another on their way to these goals. 
 a. They stay focussed and they know where they are going. 
 b. High, lofty goals usually take a while to get there so there will always be plenty of time to be tempted to stray away from the road that is taking you to those goals. 
 c. Top achievers do not get side-tracked. 
 d. Often, those things that side-track people are good things but not the best things. 
 They have an ability to say no to the good things in order to get to the best things. 
 
 Options
 (A) bdca (B) bdac (C) cbda (D) dbca",A,Parajumble,,,,
"Direction: Arrange the sentences a, b, c and d to form a logical sequence between sentences 1 and 
 
 
 Psychiatrists and behavioural specialists say that the unbridled anger we see, among a growing number of urban Indians these days is a growing world phenomenon. 
 a. Put it down to rapid social changes in society and an accelerated pace of life in all age groups. 
 b. And the easiest way out is to blow your top. 
 c. A WHO study, 2002 World Health Report, found that one in every three persons who visited their family physician for common symptoms were diagnosed with some form of mental illness, arising mostly from anger and depression. 
 d. It gives rise to social irritability, insomnia, impulsiveness, isolation and mistrust. 
 Angry outbursts are an emotional catharsis. 
 
 Options
 (A) abdc (B) dbca (C) cadb (D) bcda",A,Parajumble,,,,
"Direction: Arrange the sentences a, b, c and d to form a logical sequence between sentences 1 and 
 
 
 This is the fifth consecutive year of drought in vast parts of the country. 
 a. This is the beginning of the spiralling cycle of destitution. 
 b. Without water the situation is crippling and dehumanising. 
 c. Drought is not only about a lack of water or failing agriculture, but also about non-availability of fodder for animals. 
 d. The worst thing about drought is that it forces people already living on the margins of subsistence to sell their only means of survival their livestock. 
 This process of impoverishment is so adverse that rebuilding rural economies becomes difficult. 
 
 Options
 (A) bdac (B) acdb (C) dbac (D) badc",A,Parajumble,,,,
"Direction: Arrange the sentences a, b, c and d to form a logical sequence between sentences 1 and 
 
 
 Every day we read about global warming. 
 a. A peep into the past shows that the earth was born out of a cooling mass of gas. 
 b. All calamities like cyclone, drought, flood or unpredictable weather etc are ascribed to global warming. 
 c. Mother nature, of her own, makes such changes. gradually and gives an opportunity to the living things to adapt. 
 d. The earth's geological history is replete with examples of warm ages and frozen millennia. 
 It is unfortunate that we as a human race are responsible for the phenomenon. 
 
 Options
 (A) dcab (B) acdb (C) bdac (D) badc",D,Parajumble,,,,
"Direction: Arrange the sentences a, b, c and d to form a logical sequence between sentences 1 and 
 
 
 Summer was synonymous with holidays, those days. 
 a. Today summer is a preparation period. 
 b. A few lucky professions like teaching staff, accompany them for their liberal dose of holidays, go places and chill out in hill stations. 
 c. Even others spend a good bit with their children in sightseeing and travelling. 
 d. Children were packed to relative's houses for extended stays. 
 When education and career are conceived as warfare, summer is a probation period to practice. 
 
 Options
 (A) dbca (B) dbac (C) cbda (D) bcda",A,Parajumble,,,,
"Direction: Arrange the sentences a, b, c and d to form a logical sequence between sentences 1 and 
 
 
 According to Indian mythology, the moon is handsome and fair and is always appealing with his cool and elusive beauty. 
 a. It is a romantic picture, and yet there is something friendly about the moon something that makes all children call it chandamama. 
 b. He adorns himself with pearls and white lilies. 
 c. It is not just India that has this fascination with the moon. 
 d. And he drives across the sky seated under a white umbrella in a chariot drawn by ten white horses. 
 Every culture in the world has a different name and identity for the moon as a deity. 
 
 Options
 (A) cbda (B) bdac (C) badc (D) dabc",B,Parajumble,,,,
"Direction: Arrange the sentences a, b, c and d to form a logical sequence between sentences 1 and 
 
 
 Ironically the most serious threat to air, water and the ecosystem stems from the way energy is produced and used. 
 a. These sources have harmful effects on earth's climate or they pollute air and water, destroy the fragile ecosystem, endanger human health and above all change the climatic condition by altering the weather cycles. 
 b. A major part of energy comes from burning fossil fuels like coal, oil, natural gas and now-a-days atomic energy is produced by using uranium, and other radio active elements. 
 c. The challenge before scientists and environmentalists is to find ways and means to minimise the threat posed by these elements. 
 d. Radioactive elements are the most harmful as they cause irreparable damage to both environment and humans. 
 It is not just them, it is the duty of all individuals to become the trustees to the cause of caring for earth. 
 
 Options
 (A) badc (B) dcab (C) bdac (D) abdc",A,Parajumble,,,,
"Direction: Arrange the sentences a, b, c and d to form a logical sequence between sentences 1 and 
 
 
 The grass is always greener on the other side, but in this case, it is not only just green but packed with all the frills that spell fun and excitement, the haven that having a job entails for a youngster. 
 a. The thrill of working seems to excite many a youngster. 
 b. Then life on the other side entices the switch from boring classroom to glitzy lifestyle of earning in part time jobs. 
 c. This is a syndrome that's currently rocking India, students can't seem to wait to leave college and then plunge headlong into the chaotic world of big business/jobs. 
 d. Many of the students attend college and have a part-time job because they aren't waiting for their dad to pull a few strings for them. 
 They see that things are within their reach, that they can control their own destiny. 
 
 Options
 (A) dacb (B) bcad (C) cdab (D) acdb",D,Parajumble,,,,
"Direction: A number of sentences are given below which, when properly sequenced, form a coherent paragraph. Each sentence is labelled with a letter. select the most logical order of sentences from among the four given choices to construct a coherent paragraph. 
 
 
 a. Diamonds which have been immortalized in Indian mythology, have a brilliance that fires the imagination of the soul. 
 b. No one quite knows whether or not it is true but in the case of a diamond anything could be true 
 c. So brilliant were the stones, that over the years they have come to be associated with the mystical and the magical something not quite of this world. 
 d. Tales like this have passed into legend and are still told in hushed whispers. 
 e. Many folk tales are told of diamonds each one revolving around a diamond more brilliant than the other. 
 
 Options
 (A) baced (B) acedb (C) caedb (D) ecdba",B,Parajumble,,,,
"Direction: A number of sentences are given below which, when properly sequenced, form a coherent paragraph. Each sentence is labelled with a letter. select the most logical order of sentences from among the four given choices to construct a coherent paragraph. 
 
 
 a. It is this factor that makes it difficult for human to distinguish between good and evil personalities. 
 b. A closer look at the behavioural pattern of criminals and animals reveal some amazing similarities. 
 c. Thus, White collar crime is easily committed. 
 d. But, both predator and prey are of the same species only in the case of human beings. 
 e. The prey usually identifies its enemy by its appearance or simply by instinct. 
 
 Options
 (A) bedac (B) eabdc (C) dcbea (D) bdcea",A,Parajumble,,,,
"Direction: A number of sentences are given below which, when properly sequenced, form a coherent paragraph. Each sentence is labelled with a letter. select the most logical order of sentences from among the four given choices to construct a coherent paragraph. 
 
 
 a. They include, along with speech, gestures facial and bodily expressions. 
 b. Even after language itself has evolved in all complexity, gestures are still used, consciously and/or unconsciously, as an enhancement to the spoken language. 
 c. There is enough evidence to believe that hand gestures, bodily and facial expressions preceded speech in the evolution of communication system. 
 d. When we hear the word ""communication"", a majority of us think only of verbal interaction. 
 e. Human communication comes in various modes 
 
 Options
 (A) bdcae (B) cabde (C) ebdca (D) deacb",D,Parajumble,,,,
"Direction: A number of sentences are given below which, when properly sequenced, form a coherent paragraph. Each sentence is labelled with a letter. select the most logical order of sentences from among the four given choices to construct a coherent paragraph. 
 
 
 a. A person's appearance and behaviour make us draw conclusions about his/her education level, socio-economic background, competency, success in career, trustworthiness, level of sophistication etc. 
 b. An individual's perception is affected by his cultural experiences, beliefs, attitudes and expectations. 
 c. We are constantly feeding other's perception of us through our actions, language, dressing etc. 
 d. These conclusions are amazingly similar. 
 e. This is what makes perceptions a truly unique individual experience. 
 
 Options
 (A) abdce (B) becad (C) cedab (D) bdaec",B,Parajumble,,,,
"Direction: A number of sentences are given below which, when properly sequenced, form a coherent paragraph. Each sentence is labelled with a letter. select the most logical order of sentences from among the four given choices to construct a coherent paragraph. 
 
 
 a. The many faces and abilities of Eve are seen in every sphere of city. 
 b. The roles played historically by men and women are not strictly within their domain anymore and the lines have become very blurred. 
 c. The underlying question is ""How to be a lady?"" while wearing all these different hats! 
 d. Nothing is the same anywhere in the world, particularly when it comes to gender roles, rules and expectations. 
 e. The number of women who are educated, is growing at a steady pace and with education come aspiration, ambitions and achievements. 
 
 Options
 (A) bcade (B) edcab (C) dbeac (D) cdeba",C,Parajumble,,,,
"Direction: A number of sentences are given below which, when properly sequenced, form a coherent paragraph. Each sentence is labelled with a letter. select the most logical order of sentences from among the four given choices to construct a coherent paragraph. 
 
 
 a. The pressures of modern day existence are not only in the adult world but predominant in the younger generation as well. 
 b. Unfortunately, when we look around us we see that strife, struggle and pain are rampant in the guise of career goals, money matters and misunderstood relationships. 
 c. Unlike their predecessors, the younger lot of today have many worries. 
 d. The carefree life associated with youth is a thing of the past. 
 e. Harmony is the quintessence of life. 
 
 Options
 (A) ebacd (B) abcde (C) dbeac (D) cedab",A,Parajumble,,,,
